"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","PubMed ID","Document Type","Publication Stage","Open Access","Source","EID"
"Cakiroglu C.","Cakiroglu, Celal (55827595700)","55827595700","Blockchain in aviation: Applications of blockchain technology in aircraft maintenance management","2024","Smart and Sustainable Operations Management in the Aviation Industry: A Supply Chain 4.0 Perspective","","","","92","105","13","0","10.1201/9781003389187-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202825505&doi=10.1201%2f9781003389187-7&partnerID=40&md5=4e3fd8614f87c1bc23ad908061dfe86e","Blockchain technology emerges as a solution for fostering transparency and security within the supply chain, effectively recording and sharing maintenance data to prevent unauthorized modifications. Complementing this, digital twins offer virtual replicas of aircraft components, allowing real-time monitoring and predictive analysis to optimize maintenance schedules and minimize downtime. Streamlined aircraft spare part management through advanced inventory systems and data analytics ensure operational continuity and cost-efficiency. Predictive maintenance techniques demonstrate their prowess in forecasting equipment failures, enhancing fleet reliability while reducing maintenance costs. The current study emphasizes the incorporation of sensor technologies and AI-driven systems for continuous structural health monitoring and risk mitigation. Following a brief historical background on the evolution of the blockchain systems, an introduction to the applications of the blockchain technology and artificial intelligence in the aircraft parts maintenance sector has been provided. The key concepts of machine learning have been presented with a theoretical introduction. © 2025 selection and editorial matter, Turan Paksoy and Sercan Demir. All rights reserved.","","Book chapter","Final","","Scopus","2-s2.0-85202825505"
"Guidani B.; Ronzoni M.; Accorsi R.","Guidani, Beatrice (57395141700); Ronzoni, Michele (57216448533); Accorsi, Riccardo (54779320500)","57395141700; 57216448533; 54779320500","Virtual agri-food supply chains: A holistic digital twin for sustainable food ecosystem design, control and transparency","2024","Sustainable Production and Consumption","46","","","161","179","18","7","10.1016/j.spc.2024.01.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185554147&doi=10.1016%2fj.spc.2024.01.016&partnerID=40&md5=6ef5433978b18d62edbebf5b411e9ffb","The transition of Agri-Food Supply Chains (AFSC) toward sustainable patterns able to secure safe, quality, and affordable food whilst preserving natural and anthropogenic ecosystems is a key challenge of this century. Increasing production and distribution operations' transparency and impact visibility uncovers hidden complexities and the food ecosystem's externalities. To this attempt, this paper introduces a novel Agri-Food Supply Chain digital twin (AFSC-DT) able to virtualize the agricultural, processing, warehousing, and distribution operations holistically from-field-to-consumer and estimate economic, logistic, environmental, safety, and nutritional indicators associated with any food order, assumed as the functional unit. The AFSC-DT behaves as a control tower, providing a multi-dimensional dashboard of indicators and labels to enhance practitioners' and consumers' knowledge of FSC entities and operations. The practitioner's visibility drives top-down operational and tactical feedback controls through real-time monitoring and a-posteriori multi-dimensional performance analysis, whilst consumers, with their informed choices, perform a strategic bottom-up pressure on the food industry toward a sustainable redesign. A what-if simulation analysis conducted over four virtual scenarios within a regional horticultural AFSC proves how the AFSC-DT aids informed decision-making across the AFSC echelons, stimulating a virtuous cycle and favoring a progressive transition toward more sustainable patterns. © 2024 The Author(s)","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85185554147"
"Dutta P.K.; Bhattacharya P.; Sriram K.P.; Vijayakumar K.","Dutta, Pushan Kumar (7202355384); Bhattacharya, Pronaya (57200306370); Sriram, K.P. (59182750600); Vijayakumar, K. (57217192716)","7202355384; 57200306370; 59182750600; 57217192716","Leveraging Block-DAO Integration for Sustainable Smart Manufacturing: Operational Efficiency, Supply Chain Transparency, and Data Security Implications","2025","Communications in Computer and Information Science","2196 CCIS","","","202","217","15","0","10.1007/978-3-031-71729-1_19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205963628&doi=10.1007%2f978-3-031-71729-1_19&partnerID=40&md5=6f0b962b9bfafcf0649f869a41dbefb6","The shift to Industry 5.0 and sustainable smart manufacturing will require new governance and decision-making paradigms within digital manufacturing systems. To address this need, this work suggests that the incorporation of blockchain technology and Distributed Autonomous Organizations can be a disruptive approach to enhancing operational effectiveness, supply chain transparency, and data security in smart manufacturing. DAOs, made feasible by blockchain’s decentralized and transparent architecture, present a promising possibility for redefining cooperation and decision-making across stakeholders. The combination of the two generates a framework in which the inalterability and traceability of blockchain are used to guarantee supply chain transparency and data integrity, while the collective intelligence and democratic governance of DAOs are used to increase operational efficiency and sustainable practices. The proposed approach empowers stakeholders to participate in decision-making processes, fostering a collaborative ecosystem that optimizes resource allocation, minimizes waste, and promotes circular economy principles. By exploring real-world use cases and implementation strategies, this paper sheds light on the potential of block-DAO integration to address critical challenges in smart manufacturing, such as supply chain complexities, data silos, and environmental concerns. Additionally, it delves into the implications for data security and privacy, outlining robust mechanisms to safeguard sensitive information while maintaining transparency. Ultimately, this research paves the way for a sustainable and resilient smart manufacturing paradigm, where operational efficiency, supply chain transparency, and data security are seamlessly integrated through the synergistic combination of blockchain and DAO technologies. The proposed work provides a comprehensive guide for researchers, industry professionals, and policymakers seeking to leverage cutting-edge technologies for sustainable development in the manufacturing sector. The overview of the above real-world use cases and implementation strategies provides valuable insights into the possibility of block-DAO integration to address key challenges of smart manufacturing, including the complexity of supply chains, data silos, and environmental issues. Moreover, possible implications for data security and privacy and corresponding mechanisms to ensure protection and transparency are discussed. Thus, this research contributes to the creation of a stable and sustainable paradigm of smart manufacturing in the future, in which operational and supply chain aspects and data security are integrated through blockchain and DAO. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025.","","Conference paper","Final","","Scopus","2-s2.0-85205963628"
"Thielen M.; Trube N.; Schneider J.M.; von Ramin M.","Thielen, Marc (55410343800); Trube, Niclas (57219090075); Schneider, Johannes M. (57050461300); von Ramin, Malte (12242685500)","55410343800; 57219090075; 57050461300; 12242685500","Biomimetic Regulation in Supply Chains and Production Systems","2024","Advanced Intelligent Systems","6","9","2400049","","","","0","10.1002/aisy.202400049","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197441483&doi=10.1002%2faisy.202400049&partnerID=40&md5=7a798b7435865b9f3ad578a793ae03ca","The production industry is challenged to become more flexible and efficient while coping with a variety of disruptive events, such as natural disasters, infrastructure blockages, or economic crises. From the individual station on a production line to the global supply chain, everything is connected, making regulation and control a complex task. Biological molecular processes, such as the metabolism of living organisms or the cell cycle, are also extremely complex processes that can be compared to industrial production processes, both of which involve a series of intermediate steps and products. Thanks to (self-)regulatory mechanisms that have evolved over time, these biological mechanisms are very efficient and robust in the face of perturbations. This article proposes an explanatory representation of these complex processes, considering both biological and technical aspects. The aim is to facilitate biomimetic transfer of biological regulation mechanisms into the technical domain. It presents concepts for biomimetic regulation of production lines and sourcing strategies and introduces a workflow for generating digital twins. This workflow is inspired by the cell cycle checkpoints, which ensure that only perfect copies of DNA are passed on during cell replication. By leveraging this understanding, the production industry can potentially improve its own processes and efficiency. © 2024 The Author(s). Advanced Intelligent Systems published by Wiley-VCH GmbH.","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85197441483"
"Stanley J.; Zhu J.; Rojo F.; Kaneko T.; Breen K.; Friend A.; Teixeira E.; Niemann N.; Mawson J.","Stanley, J. (7202994565); Zhu, J. (56023270200); Rojo, F. (56115411200); Kaneko, T. (55867189500); Breen, K. (25959827400); Friend, A. (7005447289); Teixeira, E. (59168622200); Niemann, N. (59167726400); Mawson, J. (59168104800)","7202994565; 56023270200; 56115411200; 55867189500; 25959827400; 7005447289; 59168622200; 59167726400; 59168104800","Advancing high-performance apple production systems through digital twin modelling","2024","Acta Horticulturae","","1395","","125","132","7","0","10.17660/ActaHortic.2024.1395.17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195652928&doi=10.17660%2fActaHortic.2024.1395.17&partnerID=40&md5=f6552f30a5a8ec37f83c94bb7f8c1352","Faced with climate change, land use competition, labour shortages, rising costs, and changing consumer preferences, agricultural producers and supply chain stakeholders must improve crop productivity and deliver quality produce that meets consumer requirements, whilst reducing waste. In addition, improvements must encapsulate economic, environmental and social sustainability aspects. To address these needs, The New Zealand Institute for Plant and Food Research in 2021 initiated a series of programmes to develop a digital twin of a narrow-row planar cordon apple orchard. A digital twin would dynamically couple physical and biological components of apple production and its related supply chain systems with their virtual analogues. In this paper we describe the progress for one of the programmes, which is generating the physiological knowledge of a new high-yielding apple production system to subsequently develop and parameterise a functional-structural tree and a fruit model from tree to market. The programme has five research aims: 1) build a functional-structural apple tree model that will integrate our understanding of tree and fruit development in narrow-row planar cordon systems; 2) quantify tree architecture development and subsequently manipulate shoot architecture to optimise tree function and carbohydrate partitioning into fruit yield; 3) investigate energy capture, conversion and distribution within planar cordon apple trees; 4) develop new tools and methods to estimate parameters for modelling root growth and architecture and root function; 5) understand the on-orchard factors (e.g., light, crop load and temperature) that affect fruit growth and resulting firmness at harvest and during storage. Ultimately, the digital twin will guide interventions to improve productivity and quality, enhance resource and energy use efficiency, and reduce fruit waste throughout the production and supply chain. © 2024 International Society for Horticultural Science. All rights reserved.","","Article","Final","","Scopus","2-s2.0-85195652928"
"Lupi G.; Accorsi R.; Battarra I.; Manzini R.","Lupi, Giacomo (57985340700); Accorsi, Riccardo (54779320500); Battarra, Ilaria (57713511900); Manzini, Riccardo (6701312938)","57985340700; 54779320500; 57713511900; 6701312938","Life Cycle Assessment of reusable plastic containers throughout the fruit and vegetables supply chain","2024","IFAC-PapersOnLine","58","19","","451","456","5","0","10.1016/j.ifacol.2024.09.253","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208044154&doi=10.1016%2fj.ifacol.2024.09.253&partnerID=40&md5=f9291ca1f66bc57dafe4fc13d95fdcde","In the food packaging industry, waste, resource utilisation, and transport are critical issues that significantly influence the food supply chain footprint. Several studies evaluated the Life Cycle Assessment (LCA) of food packaging systems by comparing alternative materials and sizes, such as plastic, cardboard, and wood. This study illustrates the results of a LCA conducted on a novel reusable plastic container (RPC) for fresh products travelling within a logistic network made of growers, retailers, package manufacturers, and RPC poolers. It is based on an Italian country-wide distribution system of fruit and vegetables. The novel contributions of this research deal with the utilisation of primary data and the development of a multi-scenario analysis considering different packaging solutions, production recipes, and energy mix at the production plant.  Copyright © 2024 The Authors.","","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85208044154"
"Monek G.D.; Fischer S.","Monek, Gergo Dávid (57204670474); Fischer, Szabolcs (35213135500)","57204670474; 35213135500","Expert Twin: A Digital Twin with an Integrated Fuzzy-Based Decision-Making Module","2025","Decision Making: Applications in Management and Engineering","8","1","","1","21","20","3","10.31181/dmame8120251181","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200165824&doi=10.31181%2fdmame8120251181&partnerID=40&md5=bdc9a6a5b4c3f0c52a27c70cdf092aaf","Digitalization and the application of modern Industry 4.0 solutions are becoming increasingly important to remain competitive as product ranges expand and global supply chains grow. This paper presents a new Digital Twin framework to achieve robustness in manufacturing process optimization and enhance the efficiency of decision support. Most digital twins in the literature synchronously represent the real system without any control elements despite the bidirectional data link. The proposed approach combines the advantages of traditional process simulations with a real-time communication and data acquisition method using programmable logic controllers designed to control automated systems. In addition, it complements this by utilizing human experience and expertise in modeling using Fuzzy Logic to create a control-enabled digital twin system. The resulting ""Expert Twin"" system reduces the reaction time of the production to unexpected events and increases the efficiency of decision support; it generates and selects alternatives, therefore creating smart manufacturing. The Expert Twin framework was integrated, tested, and validated on an automated production sample system in a laboratory environment. In the experimental scenarios carried out, the method production increased production line utility by up to 28% and the number of re-schedules can be halved. © 2025 Regional Association for Security and crisis management. All rights reserved.","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85200165824"
"Dossou P.-E.; Alvarez-de-los-Mozos E.; Pawlewski P.","Dossou, Paul-Eric (36061182900); Alvarez-de-los-Mozos, Esther (57197027875); Pawlewski, Pawel (23036163900)","36061182900; 57197027875; 23036163900","A Conceptual Framework for Optimizing Performance in Sustainable Supply Chain Management and Digital Transformation towards Industry 5.0","2024","Mathematics","12","17","2737","","","","0","10.3390/math12172737","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203643881&doi=10.3390%2fmath12172737&partnerID=40&md5=5ca0143f271ab6dcda0c341718f33c66","The economic growth of developed or emerging countries through globalization has prompted them to increase their supply chain performance. A large number of concepts, tools, and methodologies have been proposed in support of this performance improvement. They are mainly based on the use of classical optimization or enterprise modeling methods. However, environmental and social issues, not to mention digital transformation, are often ignored or not sufficiently integrated. Indeed, the world geopolitical situation, the increase in oil prices, and the commitment to protect our earth require the integration of sustainability aspects and Industry 4.0 concepts like digital twin and artificial intelligence in transforming the supply chain. This paper focuses on defining a conceptual framework to support sustainable supply chain management and digital transformation. It aims to exploit the sustainability and digital maturity of companies to transform their supply chains and enhance their performance to meet the challenges of Industry 5.0. Several practices related to sustainability, as well as two use cases on optimization and digital twin, are presented to illustrate this framework. Finally, based on the previous practices and use cases, an adapted framework for the supply chain manager to support the transition from Industry 4.0 to Industry 5.0 has been developed, as well as a performance dashboard. © 2024 by the authors.","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85203643881"
"Pawlewski P.","Pawlewski, Pawel (23036163900)","23036163900","Scientific and Practical Challenges for the Development of a New Approach to the Simulation of Remanufacturing","2024","Sustainability (Switzerland) ","16","9","3857","","","","0","10.3390/su16093857","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192543535&doi=10.3390%2fsu16093857&partnerID=40&md5=1533bf9b54c808e2c17be73c3932221a","This article explores the scientific and practical challenges associated with developing simulation modeling methods for remanufacturing within a circular economy framework. It aims to define this concept and identify the key hurdles that need to be overcome for its successful implementation. According to the six principles of sustainable development, the key pillar is remanufacturing. Remanufacturing helps the environment in several different ways, including: saving energy, the conservation of raw materials, the conservation of space, landfills, the reduction of air pollution, and greater fuel efficiency. This process closes the loop in the supply chain, exemplifying the principles of a circular economy. The research methods used are primarily the analysis and criticism of literature, document examination—especially in relation to existing simulation programs and analysis—the logical construction method, and the heuristic method, used to define concept of simulation modelling. In response to scientific and practical challenges, the concept of a new modeling method was defined and presented. This concept uses the legacy of Lean and the author’s original ideas regarding the structuring of the remanufacturing factory and processes. The main contribution of this study is integration, embedding this concept into the simulation software. A comparison with existing solutions and the advantages of the new concept are also included in the article. © 2024 by the author.","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85192543535"
"Ellul C.; Loo R.; Floros G.","Ellul, Claire (12767125600); Loo, Richard (59220169000); Floros, George (57204851426)","12767125600; 59220169000; 57204851426","Exploring the Potential of NoSQL Databases for a BIM and 3D GIS enabled Location Framework for Construction Digital Twins and the Golden Thread","2024","ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences","10","4/W5-2024","","137","145","8","0","10.5194/isprs-annals-X-4-W5-2024-137-2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198625269&doi=10.5194%2fisprs-annals-X-4-W5-2024-137-2024&partnerID=40&md5=3048637573d04e9bff3e51bb6a9742ba","As digital transformation accelerates in the construction industry, combining data from Building Information Modelling (BIM) and 3D Geographic Information Systems (3DGIS) has become critical for enhanced decision-making across sectors including construction planning, supply chain management, health and safety and sustainable waste disposal. In combination, BIM and GIS underpin a location framework for Digital Twins across these applications. While traditionally relational databases have been used to integrate the data into one system, they face increasing limitations in handling the massive, complex BIM and 3DGIS data. This research investigates the potential of NoSQL databases as an alternative solution. Focusing on MongoDB, the study conducts a systematic performance comparison with the mature relational database, PostgreSQL. BIM and 3DGIS datasets from a live infrastructure construction project are utilised in three experiments assessing direct query, API-based retrieval, and 3D visualisation. The results provide valuable insights into MongoDB’s strengths in managing large spatial data via flexible schemas. However, limitations surface as data complexity and volume increases. Overall, this study concludes that NoSQL databases do offer some advantages for optimising BIM-3DGIS integration for seamless, combined, use, but more work is needed to fully harness their capabilities.  Copyright © 2024 Claire Ellul et al.","","Conference paper","Final","","Scopus","2-s2.0-85198625269"
